52120,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,181,-1,0,20,0,0,0,0,0,0,0,0
443,6,53593432,6,2,123,92,46,0,20.5,23.11493024,46,46,46,0,4.011685611,0.149272023,7656204.571,20200000,53500000,11,53600000,10700000,23900000,53500000,18,72885,72885,0,72885,72885,1,0,0,0,132,40,0.111954017,0.037318006,0,46,29,22.28227996,496.5,0,1,0,0,1,0,0,0,0,32.625,20.5,46,0,0,0,0,0,0,6,123,2,92,256,132,2,20,95432,0,95432,95432,53500000,0,53500000,53500000
52113,6,1,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,77000000,3000000,0.5,0.707106781,1,0,1,0.5,0.707106781,1,0,0,0,0,0,0,1,0,0,0,60,0,3000000,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,132,-1,1,20,0,0,0,0,0,0,0,0
443,6,7219180,11,12,2017,4434,1078,0,183.3636364,315.1752759,1460,0,369.5,539.4651392,893.591793,3.185957408,328144.5455,1499049.302,7039390,0,179690,17969,24940.95412,81899,69,7197674,654334,2137559.668,7099226,0,0,0,0,0,232,252,1.52371876,1.662238648,0,1460,268.7916667,440.7915784,194297.2156,0,0,1,1,0,0,0,1,1,280.4782609,183.3636364,369.5,0,0,0,0,0,0,11,2017,12,4434,8192,7856,6,20,179690,0,179690,179690,7039390,0,7039390,7039390
443,6,195,2,0,0,0,0,0,0,0,0,0,0,0,0,10256.41026,195,0,195,195,195,195,0,195,195,0,0,0,0,0,0,0,0,0,40,0,10256.41026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0
443,6,12675019,6,8,717,3695,387,0,119.5,160.5649401,1460,0,461.875,652.749446,348.0862632,1.104534833,975001.4615,3472608.517,12500000,1,69149,13829.8,11982.73089,23203,262,12700000,1807644.286,4729217.414,12500000,1,0,0,0,0,132,172,0.473372071,0.631162762,0,1460,294.1333333,507.520002,257576.5524,0,0,1,1,0,0,0,1,1,315.1428571,119.5,461.875,0,0,0,0,0,0,6,717,8,3695,8192,7475,3,20,142634,0,142634,142634,12500000,0,12500000,12500000
443,6,196,2,0,0,0,0,0,0,0,0,0,0,0,0,10204.08163,196,0,196,196,196,196,0,196,196,0,0,0,0,0,0,0,0,0,40,0,10204.08163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0,0,0,0,0,0,0,0
443,6,1411057,11,12,2008,4423,1078,0,182.5454545,315.1251699,1460,0,368.5833333,539.7555774,4557.576342,16.29983764,64138.95455,239383.7017,1132268,1,278603,27860.3,29731.2109,82177,43,1366453,124223,345794.1141,1164476,1,0,0,0,0,232,252,7.795574523,8.504263116,0,1460,267.9583333,440.9126384,194403.9547,0,0,1,1,0,0,0,1,1,279.6086957,182.5454545,368.5833333,0,0,0,0,0,0,11,2008,12,4423,8192,8002,6,20,0,0,0,0,0,0,0,0
443,6,106,2,0,0,0,0,0,0,0,0,0,0,0,0,18867.92453,106,0,106,106,106,106,0,106,106,0,0,0,0,0,0,0,0,0,40,0,18867.92453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0,0,0,0,0,0,0,0
53,17,291,1,1,28,44,28,28,28,0,44,44,44,0,247422.6804,6872.852234,291,0,291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3436.426117,3436.426117,28,44,33.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,50,28,44,0,0,0,0,0,0,1,28,1,44,-1,-1,0,8,0,0,0,0,0,0,0,0
443,6,57779,8,6,557,3704,206,0,69.625,91.12618802,1460,0,617.3333333,681.1515739,73746.5169,242.3025667,4444.538462,6409.690328,16133,1,57779,8254.142857,8006.076264,19518,19,41415,8283,10048.69676,21607,1,0,0,0,0,172,132,138.4586095,103.8439571,0,1460,284.0666667,499.4955265,249495.781,0,0,1,1,0,0,0,1,0,304.3571429,69.625,617.3333333,0,0,0,0,0,0,8,557,6,3704,8192,119,4,20,0,0,0,0,0,0,0,0
